Atelier Escha & Logy: Alchemists of the Dusk Sky,Anime~Anime - Drama,1,12,"Escha Malier has always wanted to become an Alchemist and explore the ruins floating above her home town. Now she'll get her chance working in the R&D; branch of the town's Alchemy department. However, she's not quite as ready for new coworker, Logy. They seem to be such total opposites! But as contaminants and pollution threaten the farmlands, they'll have to work together to seek out the causes. Because sometimes when one person alone can't save the world, two of them working in harmony can."
Atlantis,Action and Adventure,2,26,"Ancient Greek myths and legends are brought to life in this thrilling fantasy drama. Jason wakes up on the shores of a strange land. A wondrous place; a world of bull leaping, of snake haired Goddesses and vast palaces - this is the lost city of Atlantis."
Attack on Titan,Anime~Anime - Fantasy,1,25,"From the director of Death Note comes Attack on Titan. Many years ago, humanity was forced to retreat behind the towering walls of a fortified city to escape the massive, man-eating Titans that roamed the land outside their fortress. This is their story."
Attack on Titan: Junior High,Animation and Cartoons,1,12,Your favorite characters from Attack on Titan are back in… junior high school?
Austin & Ally,Family,4,87,"Opposites rock when an unlikely partnership is formed between Austin, an extroverted musician/singer, and Ally, a brilliant yet shy songwriter - and their two best friends, Trish and Dez. Austin and Ally combine their talents to create a True musical tour-de-force, but will they be able to make it when embarrassing footage of Austin starts showing up on a local blog or Dez misreads the words and gets a kangaroo for Austin’s next video?"
Austin Stevens Adventures,Action and Adventure,1,12,"Austin Stevens is ready to get up close and personal with the most dangerous animals in the world! His expertise may be snakes, but Austin is ready to tackle some of the biggest, baddest, most elusive animals out there. Follow his adventures to face grizzly bears, rhinos, hyenas, vampire bats, and many more!"
Australia's Next Top Model,Reality and Game Shows~Competition,7,73,"Created by world-renowned super-model Tyra Banks, AUSTRALIA'S NEXT TOP MODEL chronicles the transformation of everyday young women into potentially fierce supermodels. The participants live together and compete for a multi-faceted Grand Prize package. Cameras catch each moment as the participants face weekly tests that determine who makes the cut. Who will be the next beauty to grace the covers of the world's leading fashion magazines or sashay down the runways of Paris or Milan?"
Avenger,Anime~Anime - Action Adventure,1,26,"A Red wasteland. Deteriorating domed cities. A grotesque moon that oppresses the land and casts a shadow over humanity. Welcome to the twilight of mankind... These domed cities have resorted to a Gladiatorial contest between cities to determine which of the cities will receive the most supplies. The Gladiatorial sport combined with the public peace provided by the Goddess Vesta eases the minds of the Martian population, but at what cost? During this dark time, androids known as ‘Dolls’ have spread throughout Mars, inanimate objects used as a substitute for the children that are not being born. What mystery surrounds these surrogate children? What of their lives? The era is controlled by "
AwesomenessTV Show,Comedy~Sketch Comedy,2,40,"AwesomenessTV's sketch comedy show featuring hilarious characters, awesome pranks, and music video parodies."
The Awesomes,Action and Adventure,3,30,"THE AWESOMES is an animated show for adults that combines the thrills of comic book storytelling with the hallmark irreverent and inspired comedy of co-creators Seth Meyers and Mike Shoemaker (Late Night with Seth Meyers). Showcasing the voice talents of current and past SNL stars, THE AWESOMES introduces a group of not-so-super heroes who just might find a way to save the world."
The Awesomes en Español,Comedy~Comedias,2,20,The Awesomes En Español es una serie animada para adultos que combina el suspenso de la narrativa de un comic con comedia inspirada e irreverente. Protagonizada por la voz del talentoso Eugenio Derbez (No Se Aceptan Devoluciones) y los mejores comediantes de México. The Awesomes En Español introducen a un equipo de no-tan-súper héroes que se las ingenian para salvar al mundo.
Awkward.,Comedy,5,89,"From a secret relationship with a popular guy, to being undermined by a mean girl, & parents who just don't get it - Jenna's misfortune will eventually serve as the catalyst for amazing change, but it's not without some missteps and mishaps along the way."
Axe Cop,Animation and Cartoons~Primetime Animation,2,22,"From the untamed imagination of a 5 year-old boy comes Axe Cop, a hilarious fantasy-based adventure about the most badass superhero that ever existed in the history of all space and time! Operating on only two minutes of sleep a night and fueled by a diet consisting solely of birthday cake, Axe Cop and his loyal partner, Flute Cop, unleash their unique brand of vigilante justice on bad guys everywhere."
Ax Men,Reality and Game Shows~Real Life Drama,1,20,"Ax Men follows the work of several logging crews in the second-growth forests of Northwestern Oregon, Washington and Montana, highlighting the dangers encountered by the loggers."
Azumanga Daioh,Anime~Anime - Drama,1,26,Azumanga Daioh is about the life and times of six high school girls and their two teachers.
Baby Class: First Words and Numbers,Kids,1,6,"Baby Class offers parents the opportunity to introduce their babies and toddlers to new words, numbers, shapes, animals and other preschool basics. You will go on an adventure of exploration and fun with some of BabyFirst's all-time favorite characters and shows."
Baby First Club,Family,1,3,"Baby First Club boasts a knowledge of young children's developmental needs. Babies and parents alike will enjoy the bold, playful colors and animated sequences, as well as the original songs that help little ones learn important vocabulary words. From animals to shapes, from letters to numbers, Baby First Club prepares babies and toddlers for the world of learning."
BabyFirst's Easter Special,Animation and Cartoons,1,2,Celebrate Easter with Your favorite BabyFirst friends!
BabyFirst's Lunch Time,Family,1,7,"It's time for a yummy lunch! Join your favorite characters for a fun lunch time, with songs and much more!"
BabyFirst's Sleepy Time,Animation and Cartoons,1,7,"It's time to unwind. Just before you drift off to sleep, cuddle up with your favorite BabyFirst characters for sweet lullabies and much more!"
